local_authority_code,local_authority_name,LSOACD,LSOANM,house_price_year_ending_dec_2016,house_price_year_ending_mar_2021
E09000031,Waltham Forest,E01004437,Waltham Forest 021C,390000,381250
E09000031,Waltham Forest,E01004453,Waltham Forest 006B,275000,447500
E09000023,Lewisham,E01003318,Lewisham 020B,257500,280000
E09000016,Havering,E01002278,Havering 001B,307000,330000
E09000018,Hounslow,E01002561,Hounslow 023E,288300,
E09000008,Croydon,E01001054,Croydon 030C,282500,312000
E09000008,Croydon,E01001076,Croydon 036A,310000,345250
E09000014,Haringey,E01002071,Haringey 025C,290000,
E09000022,Lambeth,E01003162,Lambeth 022E,360000,350000
E09000031,Waltham Forest,E01004355,Waltham Forest 004A,305000,340000
E09000008,Croydon,E01001079,Croydon 036B,300000,320000
E09000009,Ealing,E01001366,Ealing 037A,322000,
E09000002,Barking and Dagenham,E01000034,Barking and Dagenham 003A,342500,357500
E09000006,Bromley,E01032562,Bromley 040D,333000,374228
E09000023,Lewisham,E01003245,Lewisham 001B,287500,
E09000023,Lewisham,E01003349,Lewisham 026B,307500,360000
E09000018,Hounslow,E01033000,Hounslow 025F,,
E09000009,Ealing,E01001371,Ealing 037E,286500,
E09000010,Enfield,E01001529,Enfield 032C,336500,339500
E09000017,Hillingdon,E01002429,Hillingdon 019C,237000,410000
E09000025,Newham,E01033581,Newham 037G,258000,329000
E09000009,Ealing,E01001316,Ealing 003B,375000,
E09000002,Barking and Dagenham,E01000035,Barking and Dagenham 010A,317000,390000
E09000006,Bromley,E01000783,Bromley 001E,315000,339875
E09000008,Croydon,E01001118,Croydon 020E,313000,240000
E09000010,Enfield,E01001426,Enfield 030B,362498,397500
E09000018,Hounslow,E01002627,Hounslow 004D,315000,426000
E09000028,Southwark,E01003987,Southwark 011B,320000,443000
E09000031,Waltham Forest,E01004428,Waltham Forest 026B,332500,385000
E09000004,Bexley,E01000438,Bexley 007B,304500,325000
E09000022,Lambeth,E01003168,Lambeth 025C,387500,
E09000025,Newham,E01003533,Newham 011A,,445000
E09000002,Barking and Dagenham,E01000044,Barking and Dagenham 016D,320000,363000
E09000015,Harrow,E01002180,Harrow 013B,328500,315000
E09000029,Sutton,E01004078,Sutton 011C,315500,305000
E09000023,Lewisham,E01003236,Lewisham 037A,335000,383500
E09000015,Harrow,E01002217,Harrow 028D,372500,375000
E09000009,Ealing,E01001262,Ealing 010C,291500,312000
E09000012,Hackney,E01001765,Hackney 010B,,
E09000028,Southwark,E01004012,Southwark 019C,287000,380000
E09000016,Havering,E01002309,Havering 006A,305000,350000
E09000023,Lewisham,E01003267,Lewisham 031D,330000,386500
E09000011,Greenwich,E01001669,Greenwich 033A,350000,
E09000002,Barking and Dagenham,E01000012,Barking and Dagenham 015D,238000,255000
E09000002,Barking and Dagenham,E01000036,Barking and Dagenham 010B,304500,350000
E09000004,Bexley,E01000334,Bexley 006A,310000,340000
E09000006,Bromley,E01000718,Bromley 006E,290000,313000
E09000011,Greenwich,E01001637,Greenwich 009D,324750,410000
E09000011,Greenwich,E01001677,Greenwich 006E,312500,360000
E09000015,Harrow,E01002160,Harrow 021B,390000,499500
E09000016,Havering,E01002267,Havering 027B,307500,350000
E09000016,Havering,E01002347,Havering 030D,310000,393000
E09000016,Havering,E01002368,Havering 028A,320000,119000
E09000017,Hillingdon,E01002530,Hillingdon 029D,322000,395000
E09000018,Hounslow,E01002568,Hounslow 003D,387500,335000
E09000018,Hounslow,E01002638,Hounslow 005D,350000,470000
E09000019,Islington,E01002734,Islington 005B,395000,485000
E09000022,Lambeth,E01003024,Lambeth 021D,345000,325000
E09000023,Lewisham,E01003238,Lewisham 037C,309000,363500
E09000023,Lewisham,E01003347,Lewisham 030A,250000,
E09000025,Newham,E01003561,Newham 007C,407500,
E09000029,Sutton,E01004123,Sutton 002A,260000,361250
E09000031,Waltham Forest,E01004341,Waltham Forest 027F,323000,582500
E09000031,Waltham Forest,E01004350,Waltham Forest 001B,275000,475000
E09000002,Barking and Dagenham,E01000040,Barking and Dagenham 019A,281000,
E09000005,Brent,E01000622,Brent 010D,268750,310000
E09000004,Bexley,E01000342,Bexley 022B,322000,387995
E09000023,Lewisham,E01003237,Lewisham 037B,350000,340000
E09000025,Newham,E01003574,Newham 017D,396500,365000
E09000031,Waltham Forest,E01004427,Waltham Forest 022E,377500,385000
E09000031,Waltham Forest,E01004439,Waltham Forest 021D,369000,442750
E09000004,Bexley,E01000367,Bexley 010A,248975,265500
E09000002,Barking and Dagenham,E01000039,Barking and Dagenham 003D,316000,350000
E09000003,Barnet,E01000239,Barnet 031A,349950,310000
E09000011,Greenwich,E01001571,Greenwich 008A,367750,390000
E09000002,Barking and Dagenham,E01000107,Barking and Dagenham 010C,307000,375000
E09000004,Bexley,E01000439,Bexley 007C,298500,350000
E09000009,Ealing,E01001263,Ealing 010D,258000,341500
E09000011,Greenwich,E01001673,Greenwich 006B,,365000
E09000011,Greenwich,E01001674,Greenwich 006C,317500,400000
E09000008,Croydon,E01001179,Croydon 016D,330000,357500
E09000023,Lewisham,E01003196,Lewisham 029D,350000,378500
E09000027,Richmond upon Thames,E01003841,Richmond upon Thames 013B,283500,504975
E09000002,Barking and Dagenham,E01000042,Barking and Dagenham 017B,429995,260000
E09000008,Croydon,E01001081,Croydon 036D,307500,327000
E09000013,Hammersmith and Fulham,E01001957,Hammersmith and Fulham 002B,,
E09000023,Lewisham,E01003189,Lewisham 034A,377000,
E09000025,Newham,E01003502,Newham 030C,300000,355000
E09000025,Newham,E01003625,Newham 015A,340000,
E09000028,Southwark,E01003983,Southwark 018A,,
E09000028,Southwark,E01003989,Southwark 018C,280000,502000
E09000025,Newham,E01003571,Newham 008D,385000,422000
E09000003,Barnet,E01000129,Barnet 024D,248750,
E09000006,Bromley,E01000731,Bromley 023C,332500,403000
E09000017,Hillingdon,E01002540,Hillingdon 020C,329000,345000
E09000023,Lewisham,E01003320,Lewisham 018B,320000,452500
E09000024,Merton,E01003376,Merton 012B,412500,414000
E09000025,Newham,E01003604,Newham 031D,345000,346000
E09000026,Redbridge,E01003784,Redbridge 029B,265000,383000
E09000018,Hounslow,E01002612,Hounslow 024E,259000,358750
E09000023,Lewisham,E01003325,Lewisham 018D,352500,481498
E09000023,Lewisham,E01003240,Lewisham 038B,316000,334000
E09000030,Tower Hamlets,E01004237,Tower Hamlets 008C,327500,434000
E09000028,Southwark,E01004005,Southwark 023D,330000,395000
E09000003,Barnet,E01000127,Barnet 024B,357500,355000
E09000008,Croydon,E01001187,Croydon 017E,310000,410000
E09000009,Ealing,E01001328,Ealing 009C,366500,447500
E09000031,Waltham Forest,E01004404,Waltham Forest 014D,260000,307500
E09000010,Enfield,E01001487,Enfield 023C,360000,365000
E09000023,Lewisham,E01003243,Lewisham 038D,300000,455000
E09000029,Sutton,E01004129,Sutton 002E,334000,382000
E09000008,Croydon,E01001005,Croydon 019A,342000,350000
E09000023,Lewisham,E01003239,Lewisham 037D,293750,354500
E09000006,Bromley,E01000724,Bromley 019D,325000,350000
E09000002,Barking and Dagenham,E01000092,Barking and Dagenham 019E,199495,325000
E09000002,Barking and Dagenham,E01000104,Barking and Dagenham 014B,229000,325000
E09000002,Barking and Dagenham,E01000114,Barking and Dagenham 004E,262000,345000
E09000003,Barnet,E01000121,Barnet 010C,360000,541250
E09000005,Brent,E01000564,Brent 013A,339500,
E09000006,Bromley,E01000735,Bromley 014C,310000,355000
E09000006,Bromley,E01000736,Bromley 010C,342000,366300
E09000008,Croydon,E01001007,Croydon 016B,352500,385000
E09000008,Croydon,E01001038,Croydon 029C,268000,340000
E09000008,Croydon,E01001066,Croydon 034F,360000,384500
E09000008,Croydon,E01001115,Croydon 015B,295000,362500
E09000008,Croydon,E01001152,Croydon 005D,233500,300000
E09000008,Croydon,E01001165,Croydon 024C,273500,325000
E09000009,Ealing,E01001267,Ealing 006C,299000,380000
E09000011,Greenwich,E01001706,Greenwich 005B,,390000
E09000015,Harrow,E01002133,Harrow 027A,442500,464250
E09000016,Havering,E01002299,Havering 002E,295000,349000
E09000016,Havering,E01002350,Havering 016B,245000,200000
E09000017,Hillingdon,E01002443,Hillingdon 032A,309897,300000
E09000023,Lewisham,E01003192,Lewisham 034D,261000,271000
E09000023,Lewisham,E01003313,Lewisham 027E,350000,482000
E09000023,Lewisham,E01033341,Lewisham 012G,405000,345000
E09000024,Merton,E01003448,Merton 023D,343750,370000
E09000025,Newham,E01003541,Newham 029D,330000,350000
E09000025,Newham,E01003616,Newham 012A,251750,498000
E09000026,Redbridge,E01003645,Redbridge 017D,285000,
E09000029,Sutton,E01004188,Sutton 004E,292000,368995
E09000031,Waltham Forest,E01004435,Waltham Forest 023E,375750,510000
E09000011,Greenwich,E01001685,Greenwich 017D,325000,360000
E09000026,Redbridge,E01003702,Redbridge 006E,377498,349750
E09000008,Croydon,E01001004,Croydon 015A,297000,315000
E09000008,Croydon,E01001009,Croydon 019C,315000,318000
E09000017,Hillingdon,E01002414,Hillingdon 015A,359750,427500
E09000031,Waltham Forest,E01004339,Waltham Forest 027D,520000,476750
E09000006,Bromley,E01000785,Bromley 001F,323000,369000
E09000008,Croydon,E01001111,Croydon 010D,347500,363500
E09000011,Greenwich,E01001684,Greenwich 017C,325000,380000
E09000028,Southwark,E01004008,Southwark 022B,327000,385000
E09000031,Waltham Forest,E01004399,Waltham Forest 009B,430000,
E09000004,Bexley,E01000330,Bexley 017D,305000,336500
E09000028,Southwark,E01003963,Southwark 016A,350000,
E09000017,Hillingdon,E01002527,Hillingdon 031D,374975,409000
E09000014,Haringey,E01002081,Haringey 012D,352500,
E09000006,Bromley,E01000739,Bromley 014E,264000,319000
E09000008,Croydon,E01001008,Croydon 019B,360000,325000
E09000008,Croydon,E01001175,Croydon 011B,335000,
E09000016,Havering,E01002369,Havering 028B,297500,373750
E09000025,Newham,E01003621,Newham 023C,,415000
E09000028,Southwark,E01003973,Southwark 016E,,347500
E09000032,Wandsworth,E01004535,Wandsworth 007A,,
E09000008,Croydon,E01001053,Croydon 032A,307000,351750
E09000010,Enfield,E01001446,Enfield 001B,330000,387500
E09000012,Hackney,E01033710,Hackney 028E,330000,392500
E09000005,Brent,E01000541,Brent 004E,285500,657000
E09000028,Southwark,E01003966,Southwark 015B,360000,345000
E09000030,Tower Hamlets,E01004249,Tower Hamlets 018D,297500,
E09000005,Brent,E01000506,Brent 014A,335000,
E09000008,Croydon,E01001023,Croydon 041C,512498,370000
E09000004,Bexley,E01000454,Bexley 013C,335000,369998
E09000017,Hillingdon,E01002504,Hillingdon 027D,275000,378000
E09000002,Barking and Dagenham,E01000109,Barking and Dagenham 004D,345000,355000
E09000004,Bexley,E01000371,Bexley 014E,297500,361500
E09000004,Bexley,E01000377,Bexley 019D,255000,271000
E09000004,Bexley,E01000379,Bexley 019F,307000,380000
E09000004,Bexley,E01032566,Bexley 029D,255000,390000
E09000005,Brent,E01000577,Brent 007E,287475,304250
E09000008,Croydon,E01001188,Croydon 014D,345000,415000
E09000009,Ealing,E01001372,Ealing 037F,313000,340000
E09000010,Enfield,E01001528,Enfield 032B,332500,444425
E09000011,Greenwich,E01001597,Greenwich 031A,433750,477500
E09000011,Greenwich,E01001678,Greenwich 017A,338000,375000
E09000015,Harrow,E01002130,Harrow 020B,325000,382000
E09000016,Havering,E01002262,Havering 026C,360000,387500
E09000016,Havering,E01002303,Havering 003B,247000,345000
E09000016,Havering,E01002313,Havering 001D,308500,331250
E09000016,Havering,E01002327,Havering 009A,345000,407500
E09000016,Havering,E01002371,Havering 028D,319000,387500
E09000021,Kingston upon Thames,E01002950,Kingston upon Thames 020E,310000,315000
E09000023,Lewisham,E01003274,Lewisham 014B,397000,454750
E09000023,Lewisham,E01003304,Lewisham 039D,380000,495000
E09000024,Merton,E01003389,Merton 013C,365000,422500
E09000024,Merton,E01003433,Merton 019E,295000,287500
E09000025,Newham,E01003501,Newham 030B,350000,386250
E09000025,Newham,E01003521,Newham 018B,300000,415000
E09000025,Newham,E01003536,Newham 023B,325000,356000
E09000025,Newham,E01003537,Newham 024C,380000,398650
E09000025,Newham,E01003605,Newham 028C,303000,340000
E09000025,Newham,E01003608,Newham 028D,340200,359000
E09000026,Redbridge,E01003726,Redbridge 002D,320000,535000
E09000028,Southwark,E01003922,Southwark 021D,405000,341500
E09000028,Southwark,E01003926,Southwark 021F,320250,365000
E09000029,Sutton,E01004128,Sutton 002D,346000,362000
E09000029,Sutton,E01004156,Sutton 018C,290750,327500
E09000030,Tower Hamlets,E01004324,Tower Hamlets 017C,,
E09000024,Merton,E01003387,Merton 014A,289750,355000
E09000031,Waltham Forest,E01004454,Waltham Forest 006C,363750,442500
E09000016,Havering,E01002248,Havering 017C,334250,345000
E09000023,Lewisham,E01003334,Lewisham 033E,345000,445000
E09000008,Croydon,E01001045,Croydon 027C,276000,317500
E09000002,Barking and Dagenham,E01000111,Barking and Dagenham 002D,260000,315000
E09000004,Bexley,E01000352,Bexley 021D,245000,415000
E09000002,Barking and Dagenham,E01000098,Barking and Dagenham 023D,308750,345000
E09000023,Lewisham,E01003194,Lewisham 029B,307500,400000
E09000025,Newham,E01003527,Newham 024B,350000,400000
E09000026,Redbridge,E01003782,Redbridge 026B,285000,570000
E09000029,Sutton,E01004142,Sutton 012D,315000,338000
E09000008,Croydon,E01001141,Croydon 008A,255000,275000
E09000008,Croydon,E01001154,Croydon 006E,295000,340000
E09000025,Newham,E01003497,Newham 034A,330000,
E09000025,Newham,E01003603,Newham 028B,360000,367250
E09000029,Sutton,E01004126,Sutton 002C,320750,380000
E09000004,Bexley,E01000354,Bexley 011B,360000,397500
E09000017,Hillingdon,E01002448,Hillingdon 032B,252475,345000
E09000026,Redbridge,E01003722,Redbridge 002B,320000,386000
E09000004,Bexley,E01000414,Bexley 016E,271000,385000
E09000008,Croydon,E01000975,Croydon 022A,318000,425000
E09000008,Croydon,E01001077,Croydon 032C,296950,377000
E09000008,Croydon,E01001192,Croydon 008E,312500,383925
E09000013,Hammersmith and Fulham,E01001958,Hammersmith and Fulham 002C,345000,
E09000014,Haringey,E01002040,Haringey 002D,288998,450000
E09000016,Havering,E01002325,Havering 011C,257500,335000
E09000018,Hounslow,E01002631,Hounslow 004E,350000,485000
E09000010,Enfield,E01001410,Enfield 005C,195000,172000
E09000010,Enfield,E01001555,Enfield 033C,335000,375000
E09000003,Barnet,E01000171,Barnet 006B,395000,416000
E09000002,Barking and Dagenham,E01000038,Barking and Dagenham 003C,357500,375000
E09000002,Barking and Dagenham,E01000108,Barking and Dagenham 010D,294000,335000
E09000025,Newham,E01003511,Newham 036A,,350000
E09000010,Enfield,E01001439,Enfield 006A,320000,345000
E09000010,Enfield,E01001517,Enfield 006C,255000,
E09000011,Greenwich,E01001704,Greenwich 011F,470000,513750
E09000016,Havering,E01002352,Havering 016D,290000,405000
E09000017,Hillingdon,E01002393,Hillingdon 020B,332000,285000
E09000017,Hillingdon,E01002403,Hillingdon 024D,360000,280000
E09000028,Southwark,E01004010,Southwark 022D,350000,385000
E09000029,Sutton,E01004185,Sutton 001D,265500,295000
E09000026,Redbridge,E01003793,Redbridge 027D,327500,357500
E09000029,Sutton,E01004086,Sutton 019B,255000,525000
E09000002,Barking and Dagenham,E01000050,Barking and Dagenham 019C,303000,228741
E09000004,Bexley,E01000347,Bexley 021B,327250,359995
E09000004,Bexley,E01000393,Bexley 020G,325000,379000
E09000004,Bexley,E01000413,Bexley 018F,334000,373750
E09000004,Bexley,E01000441,Bexley 007E,305000,383750
E09000008,Croydon,E01001185,Croydon 014B,312125,337300
E09000009,Ealing,E01001265,Ealing 006A,273475,265000
E09000009,Ealing,E01001317,Ealing 003C,387500,390000
E09000009,Ealing,E01001318,Ealing 003D,312000,
E09000010,Enfield,E01001395,Enfield 035B,327500,
E09000010,Enfield,E01001397,Enfield 035C,262500,375000
E09000010,Enfield,E01001479,Enfield 023A,325000,404000
E09000010,Enfield,E01001505,Enfield 012C,335000,390000
E09000011,Greenwich,E01001667,Greenwich 036B,465000,568225
E09000011,Greenwich,E01001676,Greenwich 033C,325500,
E09000016,Havering,E01002246,Havering 017A,330000,402696
E09000016,Havering,E01002359,Havering 020A,412500,466500
E09000016,Havering,E01002366,Havering 023E,336750,385000
E09000016,Havering,E01002372,Havering 027C,328500,375000
E09000018,Hounslow,E01002589,Hounslow 013E,270000,
E09000022,Lambeth,E01003179,Lambeth 024E,338000,380000
E09000023,Lewisham,E01003319,Lewisham 018A,324750,347000
E09000025,Newham,E01003585,Newham 004B,425000,440000
E09000025,Newham,E01003600,Newham 021B,277000,
E09000031,Waltham Forest,E01004424,Waltham Forest 022B,328750,418000
E09000009,Ealing,E01001323,Ealing 004D,312000,375000
E09000004,Bexley,E01000372,Bexley 010C,330000,345000
E09000016,Havering,E01002307,Havering 003E,348000,365000
E09000028,Southwark,E01003964,Southwark 015A,450000,347500
E09000006,Bromley,E01000722,Bromley 023A,343500,430000
E09000011,Greenwich,E01001572,Greenwich 008B,375000,435000
E09000016,Havering,E01002335,Havering 009D,350000,360500
E09000023,Lewisham,E01003288,Lewisham 012A,230000,362750
E09000025,Newham,E01003607,Newham 026D,332500,
E09000025,Newham,E01003623,Newham 023E,345000,365000
E09000029,Sutton,E01004152,Sutton 018A,288750,255000
E09000029,Sutton,E01004155,Sutton 018B,296000,395000
E09000029,Sutton,E01004165,Sutton 005C,350000,380000
E09000006,Bromley,E01000741,Bromley 005B,395000,327500
E09000011,Greenwich,E01001675,Greenwich 006D,320000,380000
E09000025,Newham,E01003563,Newham 011C,400000,420000
E09000028,Southwark,E01032720,Southwark 009F,300000,755000
E09000005,Brent,E01000474,Brent 026B,480000,
E09000010,Enfield,E01001432,Enfield 033B,290000,335000
E09000012,Hackney,E01001828,Hackney 028B,366500,355000
E09000016,Havering,E01002326,Havering 005D,325000,354000
E09000030,Tower Hamlets,E01004255,Tower Hamlets 023C,422000,404000
E09000014,Haringey,E01001979,Haringey 011D,359950,478000
E09000010,Enfield,E01001466,Enfield 031C,340000,361500
E09000010,Enfield,E01001503,Enfield 018E,364000,400000
E09000011,Greenwich,E01001636,Greenwich 007E,350000,380000
E09000014,Haringey,E01002075,Haringey 015A,350000,382500
E09000014,Haringey,E01002105,Haringey 007D,375000,407500
E09000016,Havering,E01002247,Havering 017B,317000,352500
E09000017,Hillingdon,E01002541,Hillingdon 023A,320000,390000
E09000021,Kingston upon Thames,E01002957,Kingston upon Thames 003E,325600,800000
E09000029,Sutton,E01004174,Sutton 017C,346250,431000
E09000031,Waltham Forest,E01004410,Waltham Forest 013B,381750,549000
E09000003,Barnet,E01000154,Barnet 026E,348500,392500
E09000004,Bexley,E01000391,Bexley 021E,334000,375000
E09000010,Enfield,E01001448,Enfield 003D,352500,373000
E09000018,Hounslow,E01002648,Hounslow 018C,275000,424000
E09000018,Hounslow,E01002672,Hounslow 020D,305000,280000
E09000025,Newham,E01003601,Newham 028A,285000,408000
